from_cui	to_cui	level
C0149381	C1609165	Minor
C0002144	C1176306	Unknown
C0026549	C0028741	Unknown
C0023556	C0965618	Moderate
C0009010	C3272698	Moderate
C0065374	C0206460	Moderate
C0014582	C0085149	Moderate
C0025598	C0027603	Unknown
C0024778	C0085173	Moderate
C0054201	C0209227	Unknown
C0012265	C0074722	Minor
C0057258	C0085208	Major
C0065767	C0085208	Unknown
C0002026	C3853822	Moderate
C0033223	C2934193	Moderate
C0092801	C1453933	Moderate
C0016277	C0042291	Unknown
C0008929	C0040979	Moderate
C0008281	C0296800	Unknown
C0007559	C0017628	Unknown
C0012228	C0062941	Major
C0022625	C1516119	Moderate
C0025872	C0068334	Unknown
C0015620	C0673966	Unknown
C0021186	C0033447	Minor
C0015046	C0025942	Moderate
C0013089	C0015046	Moderate
C0069717	C2935436	Moderate
C0054201	C0248719	Moderate
C0016410	C0379199	Unknown
C0027360	C1566826	Moderate
C1506770	C4507236	Moderate
C1871526	C4080091	Moderate
C0011786	C0022635	Moderate
C0081408	C4045494	Moderate
C0074722	C1142985	Unknown
C0022939	C4505511	Moderate
C0301508	C2350866	Major
C0061863	C0121902	Moderate
C1098261	C2935023	Moderate
C0063041	C1831905	Major
C0002335	C0032950	Unknown
C0072980	C1700730	Moderate
C0052416	C0753678	Major
C0006405	C0527189	Moderate
C0004906	C0020261	Moderate
C0063757	C0065374	Unknown
C0076840	C0378482	Moderate
C0008845	C0031447	Major
C0016967	C0033126	Moderate
C0013084	C0014563	Moderate
C0039663	C0143083	Moderate
C0050393	C3467876	Moderate
C0055617	C0289313	Moderate
C0600296	C0872913	Moderate
C0008168	C3852841	Moderate
C0006711	C0043611	Moderate
C0032952	C0040879	Minor
C0069751	C0527189	Moderate
C0037707	C0043031	Unknown
C0008809	C3885068	Moderate
C3899947	C4547776	Moderate
C0026187	C0052940	Moderate
C0017887	C0070166	Unknown
C0034283	C0377265	Unknown
C0023791	C0025598	Minor
C0025677	C4733494	Moderate
C0028902	C0074281	Unknown
C0032912	C0033223	Moderate
C1739768	C4731850	Major
C0016277	C0026156	Moderate
C0006938	C0298130	Unknown
C4055433	C4278675	Major
C0014582	C1122962	Moderate
C0070166	C0244656	Minor
C0033497	C3657824	Major
C0013092	C0039623	Moderate
C0057605	C0301374	Moderate
C0010934	C0301508	Major
C0024477	C0030812	Minor
C0042313	C0074722	Unknown
C0038675	C0071568	Moderate
C0031957	C0330206	Moderate
C0068334	C0081876	Unknown
C0008168	C0030049	Major
C1831905	C4519428	Moderate
C0009011	C0072980	Moderate
C0020789	C0728747	Major
C0002679	C0052796	Unknown
C0030095	C4519273	Moderate
C0032825	C0057605	Major
C0024730	C0060926	Unknown
C0766108	C2974289	Moderate
C0010980	C0031463	Minor
C0074393	C0291772	Unknown
C1721377	C4049141	Moderate
C0024778	C3490329	Moderate
C0538927	C3854019	Moderate
C0005116	C0285590	Major
C0009214	C0020223	Moderate
C1831731	C3848580	Moderate
C0049506	C0527189	Moderate
C0012091	C0285590	Unknown
C0025241	C0059985	Moderate
C0007248	C0291772	Unknown
C0378466	C0907410	Unknown
C1171274	C4278675	Moderate
C0047506	C4044947	Major
C0068475	C0079594	Moderate
C0765273	C3712232	Major
C0042523	C0220578	Unknown
C3181682	C4519220	Major
C0030049	C0908935	Unknown
C0008269	C0768119	Moderate
C0531104	C3661315	Major
C0004259	C0965129	Unknown
C0006711	C0008806	Moderate
C0027360	C0058218	Moderate
C0069717	C0085542	Moderate
C0002644	C0032483	Moderate
C0006674	C0074554	Unknown
C0041165	C0054201	Moderate
C0008280	C0070122	Moderate
C0033497	C0040845	Unknown
C0022026	C0070122	Major
C0073393	C0596004	Moderate
C0033399	C0085208	Major
C0035525	C0082607	Unknown
C0023992	C0907410	Major
C0032825	C0913246	Unknown
C0052432	C1176308	Moderate
C0076840	C0082607	Unknown
C0033567	C2974540	Moderate
C0033447	C0062922	Moderate
C0004906	C0026088	Major
C0028420	C0029193	Moderate
C0796545	C2353893	Moderate
C0009010	C0009214	Moderate
C1831808	C3852938	Moderate
C0055904	C0068485	Moderate
C0020273	C0167117	Moderate
C0012582	C0042523	Unknown
C0049506	C3496793	Moderate
C0011015	C0966107	Moderate
C0022026	C0054094	Major
C0007561	C0039644	Unknown
C0060501	C0064113	Moderate
C0020789	C3272698	Moderate
C0025853	C0039644	Minor
C0022322	C4329353	Moderate
C0074493	C0903898	Moderate
C0028420	C0903898	Unknown
C1831796	C4086837	Major
C2830183	C4726770	Moderate
C0012125	C0032952	Unknown
C0016368	C0065517	Minor
C0024027	C1367202	Moderate
C0001367	C0114873	Unknown
C0055856	C2607479	Moderate
C0005740	C2931926	Moderate
C0143083	C2936870	Moderate
C0006464	C1700874	Moderate
C0525227	C2717539	Moderate
C0012133	C0043031	Unknown
C0027603	C0296800	Unknown
C1453642	C1455147	Moderate
C0020261	C0079594	Moderate
C0011276	C0065512	Moderate
C0027360	C0254119	Moderate
C4018471	C4078312	Major
C0033229	C0077275	Moderate
C0002679	C0286651	Unknown
C0025677	C0039736	Major
C0028902	C0057258	Major
C0031184	C0034417	Moderate
C0030863	C0039736	Moderate
C0033229	C0213771	Moderate
C0055904	C4277781	Moderate
C0001367	C0055003	Unknown
C0014310	C0246689	Major
C0006388	C0907402	Moderate
C0020789	C0042874	Moderate
C0003371	C0078794	Minor
C0049065	C0724511	Major
C0018988	C0724532	Moderate
C0013030	C2935023	Moderate
C0010592	C0022635	Moderate
C0065879	C0766326	Moderate
C1608841	C1831808	Moderate
C0083381	C2980094	Major
C0010620	C0026056	Moderate
C0006949	C1135135	Moderate
C0029112	C1337345	Moderate
C0002555	C2698764	Moderate
C0244656	C3896940	Major
C0004609	C0070166	Unknown
C0020336	C1722260	Moderate
C0008929	C0039955	Moderate
C0009011	C0011816	Moderate
C0001367	C0012091	Unknown
C0756081	C0771269	Moderate
C0027324	C0043031	Major
C0042670	C4278675	Major
C0025644	C0216784	Unknown
C0002600	C0072916	Major
C0028833	C4482908	Moderate
C0012091	C3264621	Moderate
C0039542	C0065162	Moderate
C0016377	C3854019	Moderate
C0005308	C0012086	Moderate
C0026196	C0248719	Unknown
C0003596	C0120726	Major
C0014912	C0935989	Moderate
C0008269	C0537270	Moderate
C0033405	C1120110	Unknown
C0012125	C0025815	Unknown
C0025688	C0026549	Moderate
C0025153	C3886623	Moderate
C0061851	C2350866	Moderate
C0064585	C1455147	Moderate
C0061851	C0380393	Major
C0025153	C1699861	Moderate
C0033223	C0040899	Moderate
C0011816	C0012291	Major
C0287721	C3886731	Moderate
C0039286	C2001856	Major
C0033126	C0073633	Moderate
C0002711	C0016375	Moderate
C0033126	C0209210	Major
C1871526	C4329353	Moderate
C0078569	C4045494	Moderate
C0008929	C0031935	Moderate
C0083381	C1170000	Major
C0008838	C0042845	Unknown
C0026088	C1176306	Moderate
C0055573	C0293359	Moderate
C0016945	C0037982	Unknown
C0001927	C1998098	Moderate
C0025497	C0039865	Moderate
C0000992	C4519740	Moderate
C0014582	C0210630	Moderate
C0040805	C0057605	Moderate
C0288165	C2930696	Major
C0031507	C0527189	Moderate
C0537894	C4682397	Moderate
C0031448	C0068485	Moderate
C0002640	C0006657	Moderate
C2713632	C4287804	Major
C0282386	C1566826	Moderate
C0002144	C0032952	Unknown
C2980094	C4309207	Moderate
C1738934	C4049141	Major
C0078257	C0525005	Major
C0011777	C0028066	Moderate
C0038689	C1176020	Minor
C0028978	C0209368	Moderate
C0041920	C0058218	Moderate
C0025605	C0085173	Major
C0030049	C0040864	Unknown
C0022642	C0055147	Unknown
C0071568	C2974289	Moderate
C0034131	C4058811	Moderate
C0020740	C0030840	Unknown
C0012772	C0244713	Moderate
C0006863	C0055856	Minor
C0022939	C0246415	Moderate
C0026088	C0085272	Major
C0005640	C0015046	Moderate
C0029309	C0538927	Unknown
C1456409	C1831808	Moderate
C0017642	C0541155	Moderate
C0292818	C0965129	Major
C1172734	C2827241	Major
C0006463	C0010711	Moderate
C0025598	C0028116	Unknown
C0006938	C0061851	Unknown
C0014921	C0016280	Moderate
C0025684	C1134467	Moderate
C0028741	C0126174	Unknown
C0077275	C2974289	Major
C0057258	C1699926	Major
C0025598	C0040233	Unknown
C0288165	C2347624	Moderate
C0015011	C0041014	Moderate
C0028978	C0937917	Unknown
C0002600	C0068333	Moderate
C0244656	C4287815	Major
C0006863	C0076275	Moderate
C0025381	C0717758	Moderate
C1098510	C2975435	Major
C0008783	C0066677	Minor
C0008783	C0038633	Unknown
C0118168	C0123677	Moderate
C0008168	C0014704	Moderate
C0913506	C4519323	Moderate
C0092801	C0765273	Major
C0039943	C3712232	Moderate
C0010980	C0060135	Minor
C0028356	C3177235	Moderate
C0039943	C0051809	Major
C0028902	C4278675	Major
C0040377	C2987417	Major
C0039736	C0076080	Major
C0002600	C0052759	Moderate
C0530684	C1174893	Moderate
C0004609	C0042313	Unknown
C0020264	C0041031	Moderate
C0169964	C4078806	Moderate
C0012582	C0017642	Unknown
C0380393	C2986924	Major
C0012265	C0078257	Unknown
C0028005	C2000145	Moderate
C0008838	C0061323	Unknown
C0006405	C4740904	Moderate
C0012265	C1176309	Unknown
C0072916	C0076823	Major
C0006686	C0079083	Unknown
C0014310	C0024477	Moderate
C0288165	C0526371	Major
C0020823	C0054672	Moderate
C0020740	C0245561	Moderate
C0040987	C0146224	Moderate
C0040864	C0041041	Unknown
C1455147	C2986924	Moderate
C0040613	C0040845	Major
C0004259	C0213771	Moderate
C0057258	C0913246	Moderate
C0072916	C1456409	Moderate
C0063041	C3255208	Major
C0378466	C0796545	Moderate
C0037982	C1516119	Unknown
C0033228	C0293359	Moderate
C0292818	C1176306	Moderate
C0022026	C0041942	Moderate
C0073983	C2986922	Moderate
C0025677	C0030840	Major
C1831905	C4042960	Moderate
C0026056	C0034665	Moderate
C0728747	C3855916	Moderate
C0010961	C1456408	Moderate
C1122087	C5139916	Major
C0002644	C0078643	Moderate
C1257385	C1872203	Major
C0032950	C0754188	Moderate
C0032613	C0772089	Minor
C0025872	C1122962	Unknown
C0023586	C0036442	Moderate
C0082966	C1998098	Major
C0054201	C0069739	Moderate
C0206461	C2698385	Major
C0072916	C0907410	Major
C0383429	C4726732	Moderate
C0025677	C0028741	Unknown
C0010192	C0301508	Moderate
C0000970	C0086073	Unknown
C1999375	C2974521	Moderate
C0065512	C1135135	Moderate
C0010711	C0027348	Unknown
C0020268	C0126774	Moderate
C0028365	C0030095	Moderate
C0006463	C0216231	Moderate
C0717670	C1706668	Moderate
C0216231	C1948068	Moderate
C0008281	C2828294	Moderate
C0286738	C3712232	Major
C0011816	C4278675	Major
C0123677	C1176020	Moderate
C0002502	C0064585	Moderate
C0006674	C0006938	Unknown
C0002711	C0039629	Moderate
C0008287	C0013030	Moderate
C0025853	C0244404	Unknown
C0071097	C0077275	Moderate
C0007546	C0026549	Unknown
C0054836	C0600370	Major
C0014806	C4482908	Major
C0020268	C2828290	Major
C0042291	C1718383	Major
C0033148	C0296800	Unknown
C0040377	C1145760	Moderate
C0061323	C1119918	Moderate
C0076823	C0209210	Major
C1999375	C4317559	Moderate
C0016277	C0042845	Unknown
C0028066	C0085174	Unknown
C0068485	C3853822	Major
C0016967	C1707080	Moderate
C0074393	C2931926	Moderate
C0016384	C0030350	Major
C0038425	C3502652	Moderate
C0754011	C0813171	Major
C0029112	C0770393	Moderate
C0008845	C1872203	Major
C0033229	C0042679	Unknown
C0006246	C0006462	Moderate
C0072980	C4079854	Moderate
C0028214	C0037707	Moderate
C0010592	C0040879	Unknown
C0023660	C0717758	Moderate
C0028833	C0116569	Moderate
C0060501	C2825616	Moderate
C0000618	C0059985	Moderate
C0017642	C0024977	Moderate
C0030049	C0352536	Unknown
C0060926	C0123931	Unknown
C0010711	C0072980	Unknown
C0020934	C0034665	Unknown
C0023726	C0043031	Unknown
C0070122	C0071129	Unknown
C1516119	C2935023	Moderate
C0006405	C0023660	Unknown
C0030812	C0040864	Moderate
C0008273	C0301374	Minor
C0054668	C1700683	Moderate
C2001271	C3712232	Moderate
C0013092	C4508938	Moderate
C0114771	C3886623	Moderate
C0016860	C0063828	Moderate
C0028978	C3886731	Minor
C0025042	C0085149	Major
C0022614	C0525227	Moderate
C0040879	C0050393	Unknown
C0060501	C0064079	Unknown
C0006949	C1121849	Moderate
C0061863	C1176306	Unknown
C4044947	C4078312	Major
C0054201	C0286651	Unknown
C0079594	C0140610	Unknown
C0015046	C2721771	Moderate
C0007716	C0017642	Unknown
C0011015	C0907349	Moderate
C0002475	C0015772	Unknown
C0020402	C0245561	Unknown
C1121991	C2699709	Moderate
C0025815	C0149368	Minor
C0009079	C2973895	Moderate
C0002555	C0002575	Moderate
C0011816	C4078701	Moderate
C0244656	C0541315	Major
C0042105	C0903898	Unknown
C0065180	C0164662	Unknown
C0008286	C0055877	Moderate
C0042105	C0079083	Unknown
C0015011	C0040193	Moderate
C0014912	C0016280	Moderate
C0012582	C0039771	Moderate
C0022499	C0771311	Moderate
C0246421	C4550368	Moderate
C0057558	C3885145	Moderate
C0065879	C3491971	Moderate
C0123677	C2746078	Moderate
C0009011	C0020316	Unknown
C0025042	C0032950	Moderate
C0020268	C0042105	Unknown
C0007299	C0209210	Major
C0073633	C0085208	Minor
C0071568	C0246330	Moderate
C0040864	C0079083	Unknown
C0016277	C0019134	Unknown
C0012228	C0288672	Moderate
C0055856	C4018471	Major
C0671970	C1882138	Moderate
C0024027	C0032952	Unknown
C0027360	C0076823	Moderate
C0378482	C4482908	Moderate
C0012228	C0021971	Major
C0010927	C0081876	Unknown
C0030095	C0073633	Moderate
C0034410	C0050393	Moderate
C0085149	C4505936	Moderate
C0016280	C2930696	Major
C0016360	C0060926	Unknown
C0085154	C1831796	Major
C0061323	C2935023	Moderate
C0085217	C4287815	Moderate
C0065767	C4519323	Major
C0059985	C0699817	Moderate
C0249582	C1176315	Moderate
C0023660	C0248719	Unknown
C1872203	C3255208	Moderate
C0439963	C0724532	Minor
C0020264	C0085217	Moderate
C0020740	C0032143	Moderate
C0022322	C0083381	Unknown
C0006050	C3854019	Major
C0009076	C0772394	Minor
C0025153	C0025859	Moderate
C0015827	C3536876	Moderate
C0030049	C0144576	Unknown
C0012306	C0066101	Moderate
C0025815	C0076840	Moderate
C0004147	C0024476	Minor
C0062941	C0293359	Moderate
C0754011	C3852512	Moderate
C0048038	C1145760	Moderate
C2607479	C4746084	Moderate
C1722267	C3181682	Major
C0032613	C3814772	Minor
C0040374	C0937846	Minor
C0028978	C0165631	Unknown
C0006376	C0209210	Major
C0009315	C0092777	Moderate
C0033405	C0771311	Unknown
C0085170	C2986922	Major
C0014806	C2717539	Moderate
C0010547	C0037537	Major
C0012086	C0537270	Moderate
C0023660	C0172021	Major
C0012091	C0206460	Major
C0001962	C0961485	Moderate
C1530072	C2698385	Moderate
C4080052	C4309207	Moderate
C0015046	C1882138	Moderate
C2827241	C4330903	Moderate
C0022180	C0040165	Unknown
C0025872	C0040207	Unknown
C0039736	C0290883	Major
C0014563	C0016365	Unknown
C0210630	C1533699	Moderate
C0010547	C0023992	Moderate
C0010711	C0015133	Moderate
C0016360	C0126174	Unknown
C0054201	C1876229	Major
C0061863	C1880288	Major
C0016280	C0016377	Moderate
C0026549	C0211011	Moderate
C0009014	C0019134	Unknown
C0036078	C2316164	Moderate
C0030896	C1699926	Major
C0023660	C0066621	Moderate
C0014710	C0039644	Moderate
C0085259	C0298130	Unknown
C0074246	C0666743	Moderate
C0066535	C3818721	Moderate
C0962603	C4519594	Moderate
C0018033	C0383429	Moderate
C2987648	C3501358	Moderate
C0717758	C2718773	Major
C0079083	C0210630	Moderate
C0054668	C2936870	Moderate
C0040845	C1176306	Moderate
C0120107	C1831796	Moderate
C0016365	C0077163	Moderate
C0025815	C0069805	Unknown
C0120726	C0529351	Moderate
C0051809	C0076823	Major
C0066685	C0081876	Unknown
C0006376	C0009074	Unknown
C0012373	C3661315	Moderate
C0002645	C1144149	Unknown
C0071304	C0073992	Unknown
C1882138	C3272344	Moderate
C0010592	C0018546	Unknown
C0011777	C3855916	Moderate
C0024477	C0076891	Minor
C0004057	C0380393	Unknown
C0028214	C0038689	Major
C0047683	C0965129	Minor
C0006462	C0026196	Moderate
C0114771	C2986922	Major
C0007257	C2699709	Moderate
C1831808	C4507236	Moderate
C0020740	C3496793	Moderate
C0023992	C0031990	Unknown
C0040845	C4726677	Moderate
C0039245	C2986924	Moderate
C0001443	C0209211	Moderate
C0016277	C0033493	Moderate
C0023566	C0050393	Moderate
C0014806	C0069717	Moderate
C0041056	C0055877	Moderate
C0065180	C0068485	Moderate
C0006462	C0061863	Major
C0074493	C1956796	Moderate
C0025042	C0043031	Major
C0022181	C0772089	Moderate
C0031923	C0039286	Unknown
C0002645	C0118168	Unknown
C0025153	C0071304	Moderate
C0043474	C1533699	Moderate
C2987417	C3896936	Moderate
C0016967	C0039736	Moderate
C0914729	C1176306	Moderate
C0060389	C0072980	Moderate
C0143083	C0529351	Moderate
C0013090	C0216784	Unknown
C0039771	C0126174	Unknown
C0065162	C0209210	Major
C0030899	C0033497	Moderate
C0008269	C1367202	Moderate
C0019134	C0041009	Unknown
C0600489	C4519273	Moderate
C0028365	C0149368	Moderate
C2744440	C3657824	Major
C0038432	C4726929	Major
C0009079	C0032825	Major
C0245514	C2987417	Moderate
C0008273	C0907402	Moderate
C0013090	C0251504	Unknown
C0079083	C0085174	Unknown
C0018549	C0051809	Major
C0012522	C0031392	Moderate
C0301508	C3885145	Major
C0092801	C0301508	Major
C0005038	C2000088	Moderate
C0072857	C0935989	Unknown
C0028351	C1313386	Moderate
C0085208	C1135135	Unknown
C0040165	C0052416	Unknown
C0167117	C0663733	Moderate
C3848524	C3852217	Moderate
C0039871	C0919292	Moderate
C0020934	C1337242	Moderate
C0022005	C0024056	Major
C0031469	C4278675	Moderate
C0017628	C3661315	Moderate
C0001927	C0085208	Unknown
C0025039	C0301370	Moderate
C0022245	C2934193	Moderate
C0005640	C0753645	Major
C0043832	C0246415	Major
C0173083	C3657824	Major
C0039644	C0040869	Minor
C0008280	C4548848	Moderate
C0009074	C5226874	Moderate
C0025497	C0120107	Major
C0009011	C0671970	Unknown
C0016229	C3661315	Moderate
C0936148	C4330903	Major
C0055877	C0070563	Moderate
C0065374	C0246269	Moderate
C0007248	C0031447	Unknown
C0040374	C0076275	Moderate
C1172734	C1609165	Major
C0001047	C0016293	Unknown
C0002644	C0025153	Moderate
C0009079	C0047506	Major
C0002711	C0022154	Moderate
C0041030	C1313386	Moderate
C0717752	C4524315	Moderate
C0074393	C1121849	Major
C0006376	C0074493	Moderate
C0019134	C0085542	Unknown
C0028978	C0907850	Unknown
C0014806	C0038633	Unknown
C0012133	C0021734	Moderate
C0014479	C0064582	Moderate
C0026196	C0718050	Unknown
C0074393	C1174893	Moderate
C0039623	C0055856	Moderate
C0006674	C0209227	Unknown
C0006863	C1311070	Moderate
C3181682	C4309207	Moderate
C0206460	C4078312	Major
C0020336	C0073633	Major
C1134659	C5230959	Moderate
C0069751	C0085173	Moderate
C0002645	C0012091	Unknown
C0031447	C0035179	Moderate
C0052585	C0060657	Moderate
C0292818	C1337242	Moderate
C0039644	C0257685	Unknown
C0013085	C0360174	Moderate
C0023413	C1135135	Unknown
C0014582	C0025241	Minor
C0672708	C1873633	Moderate
C0040899	C2974540	Moderate
C0206461	C0961209	Moderate
C0002575	C0014025	Unknown
C0015133	C0019134	Unknown
C0521083	C1269691	Moderate
C0009074	C0031935	Moderate
C0126774	C1516119	Moderate
C0039245	C0085208	Major
C0023992	C0029983	Unknown
C0055003	C0071097	Unknown
C0015837	C1455147	Major
C0961965	C1870115	Moderate
C0935989	C2980074	Major
C0040864	C0064636	Unknown
C1142985	C1707080	Moderate
C0301374	C4508938	Moderate
C0023413	C0071097	Unknown
C0288171	C1337242	Unknown
C0002658	C0076110	Moderate
C0004147	C0059985	Unknown
C0007538	C0082607	Unknown
C0028368	C3661315	Moderate
C0383429	C3855916	Moderate
C2347624	C4055433	Major
C0005308	C0022265	Moderate
C1872203	C3502191	Major
C0006863	C0378466	Moderate
C3886623	C4287815	Major
C0011777	C2698291	Moderate
C0380393	C0903898	Moderate
C0014479	C4278675	Moderate
C0022245	C0035179	Moderate
C0908935	C1569608	Unknown
C0011685	C0068771	Moderate
C0063865	C0081876	Moderate
C0009076	C1121991	Minor
C0006657	C0024477	Moderate
C0039542	C0537551	Moderate
C0020264	C0037537	Major
C0017628	C0022209	Moderate
C0013092	C0016225	Moderate
C0022245	C2973895	Moderate
C0000378	C0025746	Moderate
C0017861	C0123931	Moderate
C0077071	C1705480	Moderate
C0060657	C1533126	Moderate
C0378466	C1721377	Moderate
C3177235	C4519536	Moderate
C1872203	C3536876	Major
C0060657	C0120726	Moderate
C0002711	C0770393	Moderate
C0012004	C0025042	Major
C0005578	C0360172	Moderate
C0022642	C0065180	Unknown
C0065767	C0378482	Unknown
C0248719	C0537147	Unknown
C0016365	C0052940	Unknown
C0076110	C0771311	Unknown
C0015011	C0035608	Major
C0025842	C1455147	Moderate
C0057258	C0293359	Moderate
C0024027	C2350866	Moderate
C0065152	C0771269	Moderate
C0010980	C1725176	Moderate
C0017066	C0076080	Moderate
C0009079	C1699926	Major
C0039623	C0054668	Moderate
C0034417	C0039629	Moderate
C0006686	C0065180	Unknown
C0043031	C3541367	Moderate
C0010592	C4080091	Moderate
C0038792	C2973446	Moderate
C0216231	C4078806	Moderate
C0754280	C2746078	Moderate
C0025644	C0031937	Moderate
C0020789	C0103045	Major
C0074710	C0079594	Unknown
C0065879	C2973895	Moderate
C0007546	C0032952	Unknown
C1718383	C4086001	Major
C0009074	C2606556	Moderate
C0965390	C1705480	Moderate
C0026259	C0054836	Unknown
C0965618	C4079854	Moderate
C0027396	C2974521	Major
C0004259	C2343853	Moderate
C0025152	C0038425	Moderate
C0070895	C0085173	Moderate
C0246415	C5230959	Moderate
C0011777	C0075262	Moderate
C0020336	C0051809	Major
C0022625	C0024476	Moderate
C1608841	C4086837	Moderate
C0025815	C0072857	Moderate
C1098320	C2000145	Moderate
C0017628	C0671970	Unknown
C0525227	C1098261	Moderate
C0103045	C0965390	Major
C2698385	C3181682	Major
C0033229	C2350866	Moderate
C0025605	C0085272	Major
C0754188	C1999375	Moderate
C0069739	C2931926	Moderate
C0004906	C4726929	Major
C0039512	C0663241	Moderate
C0039663	C0075262	Moderate
C0015121	C1176020	Moderate
C0002371	C0012265	Minor
C1718383	C5226874	Major
C0002563	C0040374	Moderate
C0066535	C2003424	Moderate
C0752270	C0966225	Minor
C0043031	C0072916	Moderate
C0012091	C0012133	Unknown
C0020268	C0292818	Moderate
C0754011	C4519273	Moderate
C0052796	C1872203	Major
C1690432	C1721377	Moderate
C0012373	C0026256	Moderate
C0031447	C0965129	Unknown
C0023726	C0040864	Unknown
C0027235	C0070709	Minor
C0055856	C0537270	Moderate
C0015620	C0016377	Minor
C0028005	C0050393	Unknown
C0002575	C0005320	Major
C0126774	C4045522	Moderate
C0008845	C0055729	Moderate
C0025853	C0046948	Moderate
C0028066	C0060389	Unknown
C0001911	C0032911	Minor
C0020740	C0242531	Unknown
C0040374	C2973446	Moderate
C0022322	C3495673	Moderate
C0013089	C0072916	Major
C0010927	C5230959	Moderate
C0011777	C1739768	Moderate
C0020789	C1718383	Major
C0114771	C4058811	Major
C3496793	C4049146	Major
C0011015	C4018471	Moderate
C0030095	C0052796	Moderate
C0031412	C2713632	Major
C0063041	C0521083	Major
C0285590	C4277781	Moderate
C0073631	C0378366	Major
C0078794	C0676831	Minor
C0015837	C0052940	Moderate
C0143083	C4045491	Moderate
C0054836	C2353951	Moderate
C0008287	C0034410	Moderate
C0004057	C0006674	Unknown
C0008929	C0521083	Moderate
C1099414	C3818721	Minor
C0002679	C0063829	Major
C0022005	C1875875	Major
C0030896	C2828290	Minor
C0012091	C4329353	Moderate
C2350866	C4508938	Moderate
C0052416	C0070895	Major
C0040233	C0059985	Unknown
C0043822	C0903898	Moderate
C1721377	C3848580	Moderate
C0038742	C0765273	Minor
C0002600	C0031447	Moderate
C0004599	C4291328	Major
C1700730	C4547776	Minor
C0907402	C1171274	Moderate
C3661315	C4079208	Moderate
C0027353	C0167117	Moderate
C0001962	C0377265	Moderate
C0016277	C2936870	Moderate
C0009014	C0033567	Moderate
C0023992	C3657824	Moderate
C0173083	C2698692	Moderate
C0012125	C0052796	Unknown
C0297635	C0378482	Unknown
C0021734	C0040610	Major
C3885145	C4291328	Moderate
C0016374	C2607479	Minor
C0039286	C1337242	Major
C0025659	C0298130	Unknown
C0027396	C0872913	Moderate
C0002644	C0054340	Moderate
C0010592	C3536876	Major
C0077275	C1705480	Moderate
C1832049	C2347624	Moderate
C0014806	C0031955	Minor
C0041009	C0537551	Moderate
C0042670	C0813171	Moderate
C0055860	C0092777	Moderate
C0039871	C0085208	Moderate
C0016384	C1705480	Moderate
C0285590	C3886731	Moderate
C0286738	C0771269	Major
C0025853	C0965129	Unknown
C0042291	C3661315	Moderate
C0020336	C0022860	Unknown
C0054836	C1722260	Major
C0026088	C0168273	Major
C0025153	C0033405	Moderate
C0033148	C1176309	Major
C0011145	C0771311	Unknown
C0017642	C0069454	Moderate
C0055147	C3529928	Moderate
C0002575	C0209368	Minor
C0014806	C0146011	Moderate
C0022957	C0041942	Moderate
C0008947	C0025854	Unknown
C0025677	C0965129	Moderate
C0031463	C1721377	Moderate
C0085542	C3712232	Moderate
C0069717	C0717758	Major
C0001655	C0020223	Moderate
C1567130	C3496793	Moderate
C0078569	C0143083	Moderate
C0011685	C0360172	Moderate
C0754188	C2935023	Moderate
C0527316	C3657824	Major
C0209210	C1705480	Major
C0017066	C3661315	Moderate
C0039771	C1722260	Moderate
C0040934	C0085173	Moderate
C0001047	C0015772	Unknown
C0000992	C0672708	Moderate
C0754280	C2987648	Moderate
C0724511	C1533699	Major
C0008269	C0042670	Moderate
C1527027	C4278675	Major
C0011777	C0041056	Unknown
C1176308	C1739768	Moderate
C0028005	C0771795	Moderate
C0028978	C0050393	Unknown
C0065152	C4045494	Major
C0032825	C0065180	Unknown
C0020740	C0079083	Unknown
C0053882	C0908935	Unknown
C0056732	C3661315	Moderate
C0078569	C0378466	Unknown
C0033405	C0061863	Moderate
C0297269	C3501358	Major
C0006674	C0072980	Unknown
C0006246	C0041009	Moderate
C0209211	C3272344	Moderate
C0015133	C0031862	Unknown
C0011685	C0033126	Moderate
C0754011	C1453642	Moderate
C0085173	C4045494	Major
C0085149	C4519258	Moderate
C0074769	C0391001	Moderate
C0039663	C0052759	Moderate
C0061851	C0082608	Unknown
C0074493	C1456408	Moderate
C0025942	C1870115	Moderate
C0026187	C0717537	Moderate
C0008269	C1176306	Moderate
C4058811	C4519269	Moderate
C0008287	C0287721	Major
C0010927	C4287804	Major
C0247194	C1516119	Major
C0175158	C0525227	Moderate
C0759933	C4524315	Moderate
C0288171	C0541315	Moderate
C0020789	C0078569	Moderate
C0006686	C0042523	Moderate
C0879399	C3661282	Moderate
C0008783	C0055856	Minor
C0030899	C0073992	Unknown
C0060657	C0085208	Unknown
C0008296	C0050940	Unknown
C0060135	C0541315	Moderate
C0023660	C0040341	Minor
C0005308	C3657270	Moderate
C0014963	C0033405	Moderate
C0002679	C0054201	Unknown
C0008294	C0022005	Moderate
C0012373	C0015620	Unknown
C1678805	C4682397	Moderate
C0009014	C0033223	Moderate
C0034414	C0072980	Moderate
C0042523	C0218986	Moderate
C0020268	C0050940	Unknown
C1176020	C1456409	Moderate
C0028833	C0043031	Unknown
C0055891	C1174893	Moderate
C0082607	C1122962	Unknown
C0055729	C1707080	Moderate
C0009214	C0032912	Moderate
C0965618	C2742503	Moderate
C0002575	C0065374	Unknown
C1707080	C4079805	Moderate
C0002679	C0012306	Unknown
